Date,Day of Week,flow_type_LPW_to_HPM,total_od_flow_LPW_to_HPM,total_do_flow_LPW_to_HPM,total_flow_LPW_to_HPM,origin_total_flow_LPW_to_HPM,flow_share_LPW_to_HPM,log_flow_share_LPW_to_HPM
2019/6/2,Sunday,LPW_to_HPM,1241.0,1401.0,2642.0,56444.0,0.0219863935936503,-3.817331489973046
2019/6/3,Monday,LPW_to_HPM,1485.0,1715.0,3200.0,65845.0,0.022552965297289,-3.791888722907524
2019/6/4,Tuesday,LPW_to_HPM,1511.0,1747.0,3258.0,68918.0,0.0219246060535709,-3.820145708795424
2019/6/5,Wednesday,LPW_to_HPM,1604.0,1782.0,3386.0,71022.0,0.0225845512658049,-3.790489178755492
2019/6/6,Thursday,LPW_to_HPM,1572.0,1813.0,3385.0,71811.0,0.0218907966746041,-3.821688973655352
2019/6/7,Friday,LPW_to_HPM,1617.0,1965.0,3582.0,71373.0,0.0226556260770879,-3.78734706597285
2019/6/8,Saturday,LPW_to_HPM,1416.0,1663.0,3079.0,62693.0,0.0225862536487327,-3.790413803391611
2019/6/9,Sunday,LPW_to_HPM,1131.0,1431.0,2562.0,53801.0,0.0210219140908161,-3.86218985722161
2019/6/10,Monday,LPW_to_HPM,1431.0,1563.0,2994.0,62411.0,0.0229286503981669,-3.775368041316499
2019/6/11,Tuesday,LPW_to_HPM,1585.0,1737.0,3322.0,67986.0,0.0233136233930515,-3.758717394297241
2019/6/12,Wednesday,LPW_to_HPM,1524.0,1588.0,3112.0,66889.0,0.0227840153089446,-3.7816960718363375
2019/6/13,Thursday,LPW_to_HPM,1431.0,1534.0,2965.0,59967.0,0.0238631247185952,-3.735420910342307
2019/6/14,Friday,LPW_to_HPM,1518.0,1745.0,3263.0,66513.0,0.0228226061070768,-3.780003738304745
2019/6/15,Saturday,LPW_to_HPM,1389.0,1533.0,2922.0,58614.0,0.0236974101750435,-3.742389512126654
2019/6/16,Sunday,LPW_to_HPM,1212.0,1246.0,2458.0,50906.0,0.0238085883785801,-3.7377089071548015
2019/6/17,Monday,LPW_to_HPM,1444.0,1417.0,2861.0,60560.0,0.0238441215323645,-3.736217568658563
2019/6/18,Tuesday,LPW_to_HPM,1468.0,1509.0,2977.0,63004.0,0.0233001079296552,-3.759297286247168
2019/6/19,Wednesday,LPW_to_HPM,1629.0,1573.0,3202.0,64351.0,0.0253142919301953,-3.676386144317024
2019/6/20,Thursday,LPW_to_HPM,1626.0,1552.0,3178.0,66428.0,0.024477629915096,-3.7099956432188894
2019/6/21,Friday,LPW_to_HPM,1603.0,1690.0,3293.0,66296.0,0.0241794376734644,-3.722252689919328
2019/6/22,Saturday,LPW_to_HPM,1332.0,1571.0,2903.0,57059.0,0.023344257698172,-3.75740424810174
2019/6/23,Sunday,LPW_to_HPM,1213.0,1362.0,2575.0,50967.0,0.0237997135401338,-3.738081734505975
2019/6/24,Monday,LPW_to_HPM,1386.0,1450.0,2836.0,57982.0,0.0239039701976475,-3.7337107167842016
2019/6/25,Tuesday,LPW_to_HPM,1428.0,1466.0,2894.0,57506.0,0.0248321914235036,-3.6956144262681447
2019/6/26,Wednesday,LPW_to_HPM,1603.0,1519.0,3122.0,57883.0,0.0276937961059378,-3.5865468581679285
2019/6/27,Thursday,LPW_to_HPM,1568.0,1544.0,3112.0,60637.0,0.025858799083068,-3.655104345886595
2019/6/28,Friday,LPW_to_HPM,1581.0,1698.0,3279.0,63027.0,0.0250844876005521,-3.685505647782267
2019/6/29,Saturday,LPW_to_HPM,1303.0,1494.0,2797.0,54217.0,0.0240330523636497,-3.728325214260565
2019/6/30,Sunday,LPW_to_HPM,1102.0,1301.0,2403.0,47252.0,0.0233217641581308,-3.758368270355554
2019/7/1,Monday,LPW_to_HPM,1434.0,1612.0,3046.0,56340.0,0.0254526091586794,-3.6709370202708
2019/7/2,Tuesday,LPW_to_HPM,1431.0,1521.0,2952.0,58286.0,0.0245513502384792,-3.706988426723305
2019/7/3,Wednesday,LPW_to_HPM,1539.0,1689.0,3228.0,62760.0,0.0245219885277246,-3.708185073008092
2019/7/4,Thursday,LPW_to_HPM,1034.0,1257.0,2291.0,45461.0,0.0227447702426255,-3.78342003945654
2019/7/5,Friday,LPW_to_HPM,1387.0,1430.0,2817.0,52680.0,0.0263287775246772,-3.6370927355423897
2019/7/6,Saturday,LPW_to_HPM,1245.0,1378.0,2623.0,48846.0,0.0254882692543913,-3.6695369619032254
2019/7/7,Sunday,LPW_to_HPM,1064.0,1201.0,2265.0,43612.0,0.0243969549665229,-3.713296950924686
2019/7/8,Monday,LPW_to_HPM,1435.0,1448.0,2883.0,55890.0,0.0256754338879942,-3.6622206240700255
2019/7/9,Tuesday,LPW_to_HPM,1473.0,1536.0,3009.0,57703.0,0.0255272689461553,-3.66800802774956
2019/7/10,Wednesday,LPW_to_HPM,1559.0,1490.0,3049.0,58822.0,0.0265036890959164,-3.630471344512279
2019/7/11,Thursday,LPW_to_HPM,1448.0,1388.0,2836.0,56913.0,0.0254423418199708,-3.671340492074995
2019/7/12,Friday,LPW_to_HPM,1562.0,1677.0,3239.0,59378.0,0.0263060392738051,-3.63795673597669
2019/7/13,Saturday,LPW_to_HPM,1331.0,1477.0,2808.0,51140.0,0.0260265936644505,-3.648636430450067
2019/7/14,Sunday,LPW_to_HPM,1129.0,1243.0,2372.0,45506.0,0.0248099151760207,-3.696511900227412
2019/7/15,Monday,LPW_to_HPM,1484.0,1440.0,2924.0,55951.0,0.0265232078068309,-3.6297351629540096
2019/7/16,Tuesday,LPW_to_HPM,1508.0,1483.0,2991.0,58693.0,0.0256930127953929,-3.661536199711498
2019/7/17,Wednesday,LPW_to_HPM,1619.0,1419.0,3038.0,57587.0,0.0281139840589021,-3.571488173089082
2019/7/18,Thursday,LPW_to_HPM,1518.0,1465.0,2983.0,59242.0,0.0256237129063839,-3.664237070828592
2019/7/19,Friday,LPW_to_HPM,1783.0,1522.0,3305.0,58381.0,0.030540758123362,-3.4886931555520846
2019/7/20,Saturday,LPW_to_HPM,1406.0,1375.0,2781.0,49706.0,0.028286323582666,-3.565376856773592
2019/7/21,Sunday,LPW_to_HPM,1219.0,1246.0,2465.0,46417.0,0.0262619298963741,-3.639634920942912
2019/7/22,Monday,LPW_to_HPM,1338.0,1328.0,2666.0,53079.0,0.0252077092635505,-3.680605408092941
2019/7/23,Tuesday,LPW_to_HPM,1528.0,1434.0,2962.0,56764.0,0.0269184694524698,-3.614942631227965
2019/7/24,Wednesday,LPW_to_HPM,1493.0,1369.0,2862.0,57326.0,0.0260440288874158,-3.647966754430752
2019/7/25,Thursday,LPW_to_HPM,1446.0,1400.0,2846.0,56913.0,0.0254072004638659,-3.672722662301945
2019/7/26,Friday,LPW_to_HPM,1525.0,1521.0,3046.0,57300.0,0.0266143106457242,-3.626306213661321
